pert_iname,sig_id,cell,pert_idose,pert_itime(h),Jaccard,instersection with queried up,instersection with queried down
spectinomycin,CPC020_MCF7_6H:BRD-K11905747-002-02-4:10,MCF7,10 µM,6,0.04360056258790436,"1043,1116,1236,133,2207,2219,2923,3107,3557,3561,3934,3956,4000,4050,4318,4791,5196,5265,5341,5473,5721,5743,57823,6279,6280,6772,678,7040,928,939,9595",
meptazinol,REP.A006_YAPC_24H:O17,YAPC,0.12 um,24,0.04354136429608128,"10098,10410,10581,1102,1230,1848,23657,241,2752,29909,3002,3123,3553,3557,3624,3702,3983,5142,5265,5266,5743,6192,6351,6364,6774,7045,8519,9086,928,929",
physostigmine,REP.A001_YAPC_24H:C02,YAPC,3.33 um,24,0.04354136429608128,"1116,1236,1508,2357,241,2752,2876,3043,3105,3106,3337,3428,4057,50486,5196,5265,5473,5696,6279,6280,6351,64167,6513,6622,7045,7086,87,9045,929,9935",
ifenprodil,REP.A006_MCF7_24H:O12,MCF7,0.04 um,24,0.04354136429608128,"1512,1535,2014,2180,2353,2597,2919,2920,2921,301,3123,330,3569,3934,4057,4600,4973,50486,5209,5806,597,6283,6364,6648,728,8301,8942,9056,929,972",
dacarbazine,REP.A003_PC3_24H:N04,PC3,0.37 um,24,0.04354136429608128,"101,10140,10365,10409,10550,2123,2180,2643,2872,302,3043,3098,3726,4082,4938,5196,5329,54205,5464,5473,6279,6280,6286,64422,7295,9056,928,929,9592,9935",
ropivacaine,CPC010_PC3_6H:BRD-K50938786-003-07-6:10,PC3,10 µM,6,0.04353932584269663,"10105,10437,10477,1116,1462,1499,1512,1536,1983,2495,2872,301,334,3685,4067,4082,4170,4332,5265,5328,53827,60,64092,64422,7037,7086,7453,8073,8334,8991,9935",
vinpocetine,REP.A016_HT29_24H:G09,HT29,1.11 um,24,0.04353932584269663,"10477,1236,133,1604,1844,2014,217,2180,23136,25816,29909,3001,3002,3115,3620,3702,4942,5551,5552,6281,64092,6653,682,7107,7456,8334,8991,9516,972,975,9935",
vandetanib,LJP007_HUES3_24H:P13,HUES3,10.0 um,24,0.04353562005277045,"10318,10409,10410,10581,1848,226,23136,25932,302,3098,3107,3956,4057,4609,51056,5272,5547,60,6192,6275,6279,6280,6286,6513,665,6653,682,7357,8428,8519,8743,8870,9086",
methimazole,REP.A016_HA1E_24H:J22,HA1E,0.37 um,24,0.043478260869565216,"10581,10602,1116,1236,1545,1983,2014,2919,2920,2921,29909,3001,3002,301,330,3557,3561,3702,3934,4318,4502,5055,5142,5272,5551,5734,6281,6364,64422,8519,9592,969",
dihydroergotamine,REP.A023_HA1E_24H:N23,HA1E,0.12 um,24,0.043478260869565216,"10124,10140,10628,1236,1512,217,2752,3002,301,3043,3045,3107,3115,50486,51573,5196,5265,54407,5473,5660,5696,6192,6283,7045,7130,7453,8334,8428,9086,928,948",
sorbitol,REP.A017_A375_24H:L11,A375,0.12 um,24,0.043478260869565216,"10135,10140,1027,1116,1545,2123,214,23657,2495,2919,2920,3123,387,3936,4170,490,5266,54407,5552,5887,60,6279,6280,6286,6402,7045,7048,8334,85236,972",
anagrelide,REP.A018_MCF7_24H:B16,MCF7,0.37 um,24,0.04341736694677871,"10161,10561,10964,1102,1512,1536,2123,2207,2215,241,2920,308,4005,4354,4599,4600,4938,4939,51056,5265,5272,5552,5696,6364,6590,6622,7045,729230,8334,85236,9935",
clofarabine,REP.A003_HA1E_24H:I23,HA1E,0.12 um,24,0.04341736694677871,"10140,1026,10379,10561,10625,10628,10875,10964,133,1848,2309,2597,2634,2752,301,311,3115,3398,3434,3437,3620,3927,4599,50486,5734,6193,6286,6772,678,7130,9636",
primidone,CPC020_HA1E_6H:BRD-K32247306-001-23-7:10,HA1E,10 µM,6,0.04341534008683068,"10098,10161,10561,116496,133,1604,1633,1669,2219,301,3115,3428,4317,4318,4780,5055,5142,5547,5552,5734,60489,6280,6283,64092,6500,6590,7057,8991,928,9636",
meclizine,REP.A017_MCF7_24H:E05,MCF7,0.12 um,24,0.043356643356643354,"10135,10550,1230,1508,1843,23603,2872,2920,2923,3105,3459,3956,4057,4938,5266,54,55819,5660,5887,6192,6286,6590,682,7040,7045,7431,7805,8564,8743,9086,929",
furosemide,REP.A024_HELA_24H:K16,HELA,0.37 um,24,0.04335260115606936,"10602,10964,133,2123,2215,2643,2919,3043,3434,4057,4599,4600,4939,4940,51191,5265,54739,5806,6279,6280,6282,6283,6402,65125,6515,7130,7357,9056,928,948",
trimethadione,CPD002_PC3_24H:BRD-K16606819-001-09-3:10,PC3,10 µM,24,0.04335260115606936,"10135,10370,10964,1230,1236,2014,214,2180,23657,25816,2876,3043,3045,330,3934,4057,4502,490,5552,597,6279,6280,6283,6364,6611,7107,7127,8942,928,9935",
nimodipine,REP.A015_HA1E_24H:G24,HA1E,0.04 um,24,0.04329608938547486,"10161,10581,1326,2634,2643,2919,2920,2921,3043,3759,4057,4791,5142,5272,53827,57162,57823,60489,6193,6286,6351,65108,682,7127,7130,7852,8140,8519,8682,928,972",
gliclazide,REP.A015_HA1E_24H:P02,HA1E,3.33 um,24,0.04329004329004329,"1026,1043,1545,226,27074,2787,2920,2921,301,308,3434,3956,4599,4600,490,4938,4939,4940,5329,5552,57162,6231,6282,6303,694,7128,8519,9111,9188,9636",
ritonavir,REP.A007_HA1E_24H:H16,HA1E,0.37 um,24,0.04329004329004329,"10135,10318,1043,10561,10875,10964,11010,133,2022,2180,2219,2920,2921,3434,3956,4599,4600,54407,6192,6286,6303,6402,7045,7133,8334,9308,948,9636,969,975",
verapamil,CPC006_HEPG2_6H:BRD-A09533288-003-20-5:10,HEPG2,10 µM,6,0.043235704323570434,"1043,10625,1654,1848,27074,28231,2876,330,3337,3620,3669,3956,3983,4170,5142,5328,5734,6364,64092,6515,6535,6611,7037,7057,7431,7456,7846,8870,928,960,969",
naftopidil,REP.A012_PC3_24H:G21,PC3,1.11 um,24,0.043235704323570434,"10135,10437,10964,1230,1326,1462,1536,241,2752,2920,2921,3043,3123,3638,366,3934,4057,4600,5473,6279,6280,6303,64092,6535,6590,728,929,948,9595,972,9935",
etravirine,REP.A025_MCF7_24H:I12,MCF7,0.04 um,24,0.043235704323570434,"1043,10561,10602,10875,10964,1545,23406,27074,2752,2876,2920,2921,3428,3434,3437,3620,3669,4005,4318,4599,4600,4942,51056,51191,5142,6277,6303,729230,8743,929,948",
acipimox,REP.A018_HELA_24H:G04,HELA,0.37 um,24,0.04316546762589928,"10964,1116,116496,1236,1512,2014,217,27074,2995,334,3434,3437,3685,3956,4067,4332,4599,4778,50486,57142,5880,64116,6774,7037,7045,8519,8743,8991,928,960",
haloperidol,REP.A017_A375_24H:N09,A375,1.11 um,24,0.04316546762589928,"100,10094,1026,10577,10735,1230,1512,1536,217,2215,226,23608,2920,366,3759,3934,4318,4332,50486,54,6192,6280,6283,6286,64422,7045,7764,7852,7941,9086",
pazufloxacin,REP.A018_YAPC_24H:M09,YAPC,1.11 um,24,0.043154761904761904,"10140,10161,10370,10410,2357,25816,2643,28231,2919,2920,2921,3045,3312,3569,3934,5734,6279,6280,6283,6286,6364,6774,7048,7128,87,8991,9516,960,9935",
lisinopril,REP.A023_A375_24H:A17,A375,0.12 um,24,0.04310344827586207,"10161,10577,1983,23406,2634,2643,2876,2921,3001,3043,3934,4057,4616,51170,54,55819,604,6279,6286,6402,64116,64422,65108,6535,6648,7045,8992,9446,960,9935",
estropipate,CPC004_HA1E_6H:BRD-A22143024-231-02-0:10,HA1E,10 µM,6,0.04309063893016345,"10105,10409,10964,1230,1545,2180,2215,2634,2752,2920,2921,308,3437,3638,3930,4082,5272,5660,604,6280,6283,6351,64167,7127,7130,8743,929,9636,9935",
darifenacin,REP.A027_MCF7_24H:F19,MCF7,10.0 um,24,0.04309063893016345,"10161,10370,10561,10602,10875,10964,1116,1175,23406,2634,2752,3045,3312,3434,3437,3557,50486,5055,51056,5196,54739,5806,6192,65108,6622,6772,7453,7791,85236",
butoconazole,REP.A002_MCF7_24H:E19,MCF7,10.0 um,24,0.04306864064602961,"101,10105,10561,10875,116496,2014,2123,2219,3428,3759,4000,4005,4791,51191,5266,5272,5341,54,54739,5552,5806,6192,6280,6283,64092,64116,6622,8334,85236,9056,9308,948",
pirfenidone,REP.A028_PC3_24H:M14,PC3,3.33 um,24,0.043055555555555555,"10105,10140,1327,1349,1604,2876,2919,301,3043,3045,3934,4057,4082,50486,5266,53827,54205,6192,6193,6279,6280,6286,6590,7045,7057,7086,7357,7805,8334,85236,960",
carprofen,CPC003_PC3_24H:BRD-A17411484-001-05-1:10,PC3,10 µM,24,0.043055555555555555,"116496,1326,1536,1545,2038,2207,2219,301,302,3043,3045,3312,3434,3936,4050,4057,53827,5473,5721,64135,645,6521,669,7040,7048,7127,728,7791,929,960,9935",
tropicamide,CPC020_A375_6H:BRD-A79672927-001-15-7:10,A375,10 µM,6,0.043055555555555555,"10098,10409,10410,10561,10581,1116,2215,2752,3043,3055,366,3759,4057,4082,5266,5272,5341,54386,5551,5552,57823,597,6192,6279,6280,6402,7107,7328,8743,8942,9595",
aripiprazole,REP.A022_HA1E_24H:F21,HA1E,1.11 um,24,0.043055555555555555,"10161,10410,1043,10581,1102,116496,2123,23406,2752,2919,2920,2921,2923,301,3312,3428,4082,4332,490,4942,50486,5552,5734,5806,5887,6347,8334,8519,948,9636,9935",
vardenafil,REP.A010_HA1E_24H:I18,HA1E,0.04 um,24,0.043041606886657105,"10370,2207,2219,23406,2357,2495,2752,3055,3145,366,4057,4318,4332,51056,5265,5660,5806,597,6280,6286,6351,64092,6515,6590,6774,7037,728,8991,9056,929",
ofloxacin,REP.A004_YAPC_24H:N02,YAPC,3.33 um,24,0.04302670623145401,"10581,1535,1545,1843,1983,2919,2920,2921,329,3557,3569,366,4057,50486,5265,5743,5806,597,6192,6279,6280,6283,6364,7127,7130,8334,8428,9086,9636",
felodipine,CPC003_VCAP_24H:BRD-A30815329-001-03-0:10,VCAP,10 µM,24,0.04297994269340974,"10161,1043,10477,116496,133,1462,1604,2357,23601,2995,3002,3159,3557,3624,4318,5142,5265,5272,54205,6279,6535,6648,7048,728,7852,9595,962,969,972,9935",
telmisartan,REP.A025_YAPC_24H:H15,YAPC,1.11 um,24,0.04297994269340974,"10161,1043,10602,1116,1545,1844,2038,2495,2634,2995,3045,3098,3312,3428,3557,4057,5196,5272,5473,5552,5696,597,6521,6535,6622,7127,7846,7852,8334,8773",
conivaptan,REP.A013_HT29_24H:A15,HT29,1.11 um,24,0.04294478527607362,"10379,10561,10964,1462,1535,1983,217,2876,308,3434,3437,3553,3624,4599,4791,4938,4939,4940,5359,57162,6192,65108,7086,7127,8665,928,9318,9636",
sorafenib,LJP006_A549_24H:B09,A549,1.11 um,24,0.04291845493562232,"10602,10875,1102,1116,1545,2014,23136,25816,2597,2876,302,3043,3312,3428,3459,3557,4332,4478,5265,5266,6351,64116,6590,7045,7127,9188,9308,9516,960,9935",
prednisone,REP.A018_HELA_24H:C04,HELA,0.37 um,24,0.04291845493562232,"10161,10318,10625,10628,10964,1116,1669,2517,2752,3434,3665,3702,3934,4057,4318,4599,4791,51056,5142,5880,6193,6279,6280,6402,6535,6774,8519,8743,8991,9636",
etomidate,REP.A016_HA1E_24H:O14,HA1E,3.33 um,24,0.042899408284023666,"1026,10561,10964,1102,116496,1545,2014,217,23657,2517,27074,2920,3434,3437,3937,4057,4354,4599,4814,4939,51191,5660,57823,6351,6622,7357,7852,8743,9592",
eprosartan,CPC020_MCF7_6H:BRD-K67977190-066-01-5:10,MCF7,10 µM,6,0.04285714285714286,"10209,10409,10628,116496,1604,2219,23406,2353,2495,2597,301,3045,3055,3337,3459,3560,366,3936,397,4082,50486,5265,54,5887,6277,6286,645,6515,8073,948",
pefloxacin,CPC011_PC3_24H:BRD-K55034111-066-12-2:10,PC3,10 µM,24,0.04281767955801105,"10097,116496,1462,1545,1633,2014,2752,2923,3043,334,3983,4057,4478,4942,5196,5265,5341,5464,5473,60,6279,6286,7057,7533,821,8334,87,8743,948,951,9516",
labetalol,CPC020_A549_6H:BRD-K04389336-001-01-1:10,A549,10 µM,6,0.042796005706134094,"10370,10409,10437,1175,1604,2038,217,2215,2876,3145,3398,4005,4332,51170,5552,5660,6192,6286,64116,65108,6647,6772,7150,728,7305,7791,8991,929,9559,9935",
oxaprozin,REP.A001_PC3_24H:B23,PC3,0.12 um,24,0.042796005706134094,"10135,10409,1116,1499,1512,1545,2215,23601,23657,2597,3055,3428,366,3930,4332,4600,4616,51170,5265,53827,597,6347,64167,6515,6772,728,7805,8991,9056,9935",
fenticonazole,REP.A009_HA1E_24H:N23,HA1E,0.12 um,24,0.04277286135693215,"10094,10437,10628,1536,2207,23603,26994,3043,3434,4048,4599,4600,4940,4973,54,5660,56729,6279,6280,6283,6286,6303,645,6590,7048,729230,7324,9056,928",
propranolol,REP.A005_A375_24H:L05,A375,0.12 um,24,0.042709867452135494,"10370,10625,10964,23601,2597,2634,2876,3002,3123,3620,4057,4332,4599,54741,57823,6279,6280,6283,6303,64092,6590,7040,7107,7124,7130,8519,8564,9086,972",
trapidil,REP.A027_MCF7_24H:E21,MCF7,1.11 um,24,0.042666666666666665,"10318,10379,1116,133,1462,1545,2180,2353,2752,3123,3624,366,3669,4057,4082,4318,5055,5209,5265,6279,6280,6283,6364,6590,7086,7130,7533,8334,8564,960,972,9935",
hesperidin,CPC018_SKB_24H:BRD-K38903228-001-02-8:10,SKB,10 µM,24,0.04264099037138927,"10105,10409,10628,1535,1536,2123,214,226,23603,2517,301,3043,308,3159,3337,3398,4082,54386,5464,5660,5887,729230,7791,7941,8140,8334,8942,929,9595,960,962",
omeprazole,REP.A014_HA1E_24H:B11,HA1E,0.12 um,24,0.04264099037138927,"10098,10161,10379,10561,10628,10964,1102,116496,1326,1462,217,2752,2920,3434,3437,3665,4502,4942,50486,51056,5265,54739,54741,57162,57823,65108,6772,8743,8780,948,9636",
naltrexone,CPC009_PC3_24H:BRD-K88172511-003-15-3:10,PC3,10 µM,24,0.04264099037138927,"1027,10410,10581,10964,11151,1512,2215,241,25873,28231,3043,3434,3437,3665,3934,4599,4600,4938,51191,5265,5266,6192,6280,6364,6521,6590,8519,8638,8991,9086,9636",
atorvastatin,CPC006_THP1_6H:BRD-U88459701-000-01-8:10,THP1,10 µM,6,0.04261363636363636,"10135,10318,1462,23406,241,2752,330,3624,366,3934,3936,4057,4609,50486,5055,51056,51170,51191,51582,5209,5329,6280,6283,6286,64092,6500,6515,6622,6653,929",
fenbendazole,CPC018_SKB_24H:BRD-K51318897-001-07-0:10,SKB,10 µM,24,0.0425531914893617,"10409,10561,10659,10964,11151,1536,1669,1848,3434,3937,4082,4599,4938,4939,4940,50486,51191,54739,6192,6282,64167,6772,694,7324,7791,8519,8638,9086,9595,9636",
piracetam,REP.A006_HT29_24H:D08,HT29,3.33 um,24,0.04252199413489736,"10135,10409,1545,217,23406,2353,241,2634,2876,2919,2920,2921,3553,3557,366,3934,4057,4502,50486,5055,5142,5266,6303,6611,6648,6774,7057,728,960",
phenylephrine,REP.A025_PC3_24H:O19,PC3,10.0 um,24,0.042492917847025496,"10409,133,1604,2123,2353,23657,301,329,3428,3434,3437,366,3726,3727,3759,4318,4599,50486,6192,64167,6774,7130,7529,7764,7846,8743,948,9516,9592,9636",
crizotinib,LJP005_PC3_24H:A20,PC3,3.33 um,24,0.042492917847025496,"10105,10477,10561,10964,1236,1499,1545,27074,2920,308,3091,3434,4082,4502,4599,4600,4939,5473,60,65108,6772,7057,7107,7324,8073,8942,9086,9188,9636,9935",
rizatriptan,REP.A024_PC3_24H:G02,PC3,3.33 um,24,0.042492917847025496,"10410,10561,10581,10964,1236,1349,1390,1535,2180,23657,3043,3398,3553,3557,3956,4050,4600,5552,597,6231,6279,6402,6622,7107,7128,7130,8519,8991,9595,969",
amiodarone,CPC020_HA1E_6H:BRD-K87555556-003-02-4:10,HA1E,10 µM,6,0.0424597364568082,"1027,10561,10964,1512,1536,1669,1859,3098,3115,329,3434,4599,4792,4973,60489,6275,6280,6283,6347,6351,64092,6500,6590,7057,7305,8743,928,9595,9935",
pramipexole,REP.A011_HELA_24H:I12,HELA,0.04 um,24,0.042432814710042434,"100,1027,1326,1512,1844,214,25816,2920,3002,334,3927,4050,4332,4973,50486,5265,5341,57018,597,6192,6279,6280,6402,65108,7295,8334,8564,9086,9584,969",
oxybenzone,REP.A015_HELA_24H:J19,HELA,10.0 um,24,0.04239766081871345,"1027,10318,2038,2919,2920,2921,301,3045,3106,3107,3123,3135,3624,3934,4050,4057,5209,5696,57162,6192,6280,6281,6283,6521,6622,7048,9086,948,972",
rupatadine,REP.A027_MCF7_24H:P03,MCF7,1.11 um,24,0.0423728813559322,"10105,10140,116496,1462,1545,1983,214,2643,2872,2923,3320,3329,366,3685,4067,4082,4616,50486,51696,5265,54407,5464,6231,6653,7037,7130,7431,7529,8743,9188",
losartan,CPC006_SKMEL1_6H:BRD-K76205745-237-05-8:160,SKMEL1,100 µM,6,0.0423728813559322,"10161,10261,10875,1230,1512,2876,3001,3557,3620,366,3956,4057,4067,5265,5272,5743,60489,6279,6521,6622,669,7045,8334,8564,8743,9056,928,929,975,9935",
palbociclib,REP.A016_HA1E_24H:A21,HA1E,1.11 um,24,0.0423728813559322,"10161,1102,2309,2919,2920,2921,334,3428,3557,3638,3934,4599,4616,4939,5055,5266,5272,5328,54739,5734,60,6279,6347,6364,6402,729230,7462,8743,8942,972",
benzydamine,REP.A001_HELA_24H:J03,HELA,1.11 um,24,0.042335766423357665,"10318,10581,1116,116496,1236,133,1460,1545,1647,2597,28231,2919,4057,51131,5196,5473,6279,6280,6286,6347,645,65108,7127,7130,7357,8519,9111,939,9935",
theobromine,REP.A009_PC3_24H:P18,PC3,0.04 um,24,0.04231311706629055,"10098,10577,10602,11010,1116,1182,2180,23136,2634,2919,2920,2921,3045,3115,3759,4057,4478,51056,5734,6192,6283,6347,645,6521,6535,7389,7456,7462,9086,9595",
trilostane,REP.A017_YAPC_24H:J23,YAPC,0.12 um,24,0.04231311706629055,"10379,10409,10561,1604,23478,26994,2876,2935,301,3045,3434,3956,4005,4599,4938,4939,50486,54407,5696,6192,6218,6231,6279,6281,6402,7431,9086,948,960,9636",
pidotimod,CPC011_A549_24H:BRD-K44442813-001-07-9:10,A549,10 µM,24,0.04227405247813411,"10261,1027,10410,10875,1230,1536,25932,2876,3043,3337,4066,4318,4332,5265,53346,5359,54,55819,6279,6280,6283,6347,64116,7045,728,7305,87,929,939",
timolol,CPC020_MCF7_6H:BRD-K08806317-001-02-1:10,MCF7,10 µM,6,0.04227405247813411,"10409,10577,1116,1182,214,2219,23657,241,2517,2752,2919,29997,3428,3459,3557,3759,3983,5196,5272,5473,597,6280,6283,6402,65108,7086,8519,928,939",
edaravone,CPC020_HA1E_6H:BRD-K35458079-001-19-0:10,HA1E,10 µM,6,0.04225352112676056,"101,1027,10318,1043,10561,10625,10964,1182,1669,301,3398,3434,3665,397,50486,51056,51170,5552,5734,5806,6286,7048,7057,7130,7357,8140,948,9636,969,9935",
amlexanox,REP.A009_HT29_24H:E11,HT29,0.12 um,24,0.042232277526395176,"10124,10625,1848,214,2207,2752,2919,2920,2921,301,3553,3624,3956,53346,6192,6279,6281,6303,6351,64116,6622,678,719,7305,7805,9086,928,9446",
tiapride,REP.A015_HELA_24H:G01,HELA,10.0 um,24,0.042212518195050945,"10964,1236,1535,2215,241,25873,2919,2920,2921,3434,3934,51191,5265,5266,5880,597,6192,6277,6280,6283,6286,6364,64116,64167,6590,7127,8870,8942,9086",
formoterol,REP.A016_HA1E_24H:I15,HA1E,1.11 um,24,0.042212518195050945,"10964,217,2219,2919,2920,2921,29909,3002,302,3115,3312,3320,4057,4082,4318,5204,5250,5265,6192,6281,6282,6351,6364,6653,7045,7529,83442,8991,9086",
mebendazole,REP.A015_HT29_24H:I04,HT29,0.37 um,24,0.04219409282700422,"10409,10477,10625,1545,1633,214,2752,2919,2920,2921,301,3115,3123,334,3428,3624,3934,4942,5734,602,6279,6286,6648,6653,7045,7846,8991,9334,948,972",
cinoxacin,REP.A010_HA1E_24H:K18,HA1E,0.04 um,24,0.04219409282700422,"10135,10410,10581,10628,1116,23764,2876,3106,3107,3428,3665,4599,4616,4792,50486,51056,5552,57162,6192,6282,6351,65108,6774,7048,7462,7805,8519,87,9086,9595",
roflumilast,REP.A012_HT29_24H:M24,HT29,0.04 um,24,0.04215116279069767,"10124,1116,1508,2207,23657,25816,2923,3001,301,302,3312,3553,4050,4082,4299,4332,50486,5266,5329,5552,6283,65108,7305,7453,8073,8743,9308,969,975",
roxithromycin,REP.A014_HT29_24H:E06,HT29,0.04 um,24,0.04215116279069767,"10161,10561,11010,1102,1535,1545,2123,2920,3106,3107,3329,3428,3434,397,4057,4599,4939,50486,51131,5696,6364,7124,7357,7431,8743,8763,928,960,975",
milnacipran,REP.A010_HELA_24H:O09,HELA,1.11 um,24,0.042134831460674156,"10161,10410,10581,1116,116496,1236,1512,2309,23657,27074,29909,3002,330,3312,3560,3561,3620,3702,3937,4791,4973,51056,5142,5272,57823,60489,6648,7133,8743,928",
guaifenesin,CPC005_HT29_6H:BRD-A90515964-001-09-0:10,HT29,10 µM,6,0.042134831460674156,"10135,10409,10561,10628,133,23764,27074,2919,2920,3043,3320,334,3557,3569,4005,4599,5055,5196,5473,5806,6286,64092,6648,7045,8073,847,8942,9516,972,9935",
sertraline,REP.A023_HT29_24H:I04,HT29,0.37 um,24,0.042134831460674156,"10561,10964,2215,23406,27074,2919,301,3043,3312,3437,3934,4005,4599,4938,4939,50486,51056,5552,6192,6280,6283,6402,64116,6772,7295,7453,8519,8942,9086,9636",
loratadine,REP.A021_PC3_24H:G09,PC3,1.11 um,24,0.042134831460674156,"10370,10409,1116,1536,1669,217,2919,2921,3459,3934,4057,4318,4814,5266,602,6192,6280,6286,6364,645,6590,6648,8073,8140,8334,8519,85236,8743,8991,9086",
rutin,REP.A024_MCF7_24H:I03,MCF7,1.11 um,24,0.042119565217391304,"10370,10409,10964,133,1545,217,2180,25816,2872,301,3434,3459,3759,397,4057,4067,4082,4318,5265,60,6303,6351,6772,694,7095,7107,8564,8743,939,951,960",
cyclobenzaprine,CPD002_PC3_24H:BRD-K42348709-003-10-7:10,PC3,10 µM,24,0.0420899854862119,"10105,10135,10365,1116,1236,1545,1669,2014,2123,2180,3043,3045,3934,3983,4057,5266,5329,5355,53827,6279,6280,6283,6402,645,65108,7040,7805,928,960",
ornidazole,REP.A007_HA1E_24H:A15,HA1E,1.11 um,24,0.0420899854862119,"10098,10161,10875,11010,1102,133,1535,2014,23136,2919,2920,3428,3553,3557,3569,4082,50486,5209,5329,5341,6351,682,7045,7124,8140,826,8519,8564,8743",
aniracetam,REP.A026_MCF7_24H:D22,MCF7,0.37 um,24,0.0420899854862119,"10140,10161,10410,1102,217,23478,25932,2752,2876,2919,2920,2921,308,4005,4904,4942,5055,5266,54,54205,54407,55819,5734,6364,7086,8140,8942,975,9935",
diacerein,REP.A023_PC3_24H:F23,PC3,0.12 um,24,0.04207573632538569,"133,1545,217,2207,2357,301,3043,3115,3934,4057,4082,4170,50486,5055,5196,5209,5265,5552,6279,6280,6283,6286,64422,6622,6653,7305,8334,85236,9056,929",
regadenoson,REP.A024_PC3_24H:M02,PC3,3.33 um,24,0.04207573632538569,"10409,1462,226,2752,2872,301,3043,3045,3557,3702,3934,3983,4005,4057,50486,51056,5266,53827,6279,6280,6286,6515,6521,6590,6622,6774,7128,7462,8140,8942",
colchicine,REP.A012_HA1E_24H:A21,HA1E,1.11 um,24,0.04206241519674356,"10379,10437,1102,133,1462,1476,1512,1535,1545,217,302,3398,3434,3624,3638,3665,3669,3956,3983,4599,4938,4940,60489,65108,6772,6892,694,7127,8519,928,9636",
pentamidine,REP.A010_PC3_24H:G11,PC3,0.12 um,24,0.042028985507246375,"10161,10410,10581,1116,1604,1983,2014,2022,2920,3050,3624,3934,4057,4478,4791,51056,5552,57823,5806,6192,64092,64116,65108,6653,826,8519,8991,9086,9595",
tazobactam,REP.A004_HT29_24H:A11,HT29,0.12 um,24,0.04201680672268908,"10161,10365,10561,10964,2353,25932,2920,3624,3665,3934,4057,4067,4599,4600,4938,50486,51170,6192,6364,64135,6590,6653,7045,7462,7846,8519,8564,8991,9086,9636",
fluvastatin,CPC004_HEPG2_6H:BRD-K66296774-001-02-0:10,HEPG2,10 µM,6,0.04195804195804196,"10410,10581,1390,1545,1669,1844,1848,2180,29909,3685,3702,397,4067,4082,4170,4792,5209,5329,5552,5887,6282,6283,6364,7057,7095,728,7941,8519,87,8870",
clotrimazole,REP.A002_MCF7_24H:B22,MCF7,0.37 um,24,0.04190751445086705,"1043,10625,10801,1536,2022,2215,2219,2357,3043,3312,3320,3983,4332,5329,5473,55819,597,6279,6280,6283,6515,6653,728,7462,8763,9188,928,929,9308",
flumazenil,CPC002_HCC515_24H:BRD-K98769987-001-09-6:10,HCC515,10 µM,24,0.04189944134078212,"10410,10561,10581,10964,1116,116496,133,1390,2215,2353,23601,241,27074,2752,3043,3434,3437,3983,4780,6279,6280,6286,64092,64135,6590,7130,719,7305,8519,8992",
azelastine,REP.A023_HA1E_24H:E08,HA1E,3.33 um,24,0.04185351270553064,"1116,1535,2123,2219,23406,241,2495,2597,3043,3045,3312,4057,4869,4973,5265,5266,6275,6279,6280,6286,64116,6653,7305,8073,8125,8334,928,972",
felbamate,REP.A008_HT29_24H:B12,HT29,0.04 um,24,0.04185351270553064,"1512,1633,2752,3002,3055,3553,3557,4057,50486,51056,5265,5887,6192,6279,6280,6364,6513,7045,7128,7130,7453,7846,8942,8991,9086,9584,975,9935",
mizolastine,REP.A006_PC3_24H:J24,PC3,0.04 um,24,0.04184704184704185,"10098,10365,10728,10964,1843,1848,2015,2219,2752,2872,302,3043,308,3312,3434,4082,4332,4791,51191,5196,5266,5473,6279,6280,6283,6402,694,728,960",
capecitabine,REP.A026_HELA_24H:K15,HELA,1.11 um,24,0.04184100418410042,"10561,10964,1462,1536,1545,302,308,3434,3956,4082,4616,4938,4939,5464,5734,597,6281,6286,6351,6772,7127,8334,87,929,9308,948,9559,9636,975,9935",
cefoxitin,CPC020_MCF7_6H:BRD-K70976396-236-22-9:10,MCF7,10 µM,6,0.04184100418410042,"10437,1116,116496,1536,1669,2123,2207,2215,2876,2995,3337,3459,3557,3934,4057,4067,4082,4318,50486,5055,5142,5266,5272,6279,6280,6283,6286,678,7305,929",
lobeline,CPC011_A549_24H:BRD-K66206289-003-17-1:10,A549,10 µM,24,0.04184100418410042,"10159,10410,10625,11151,1230,1512,1983,2215,25932,28231,2919,3043,329,3934,397,3983,4005,4318,4332,4942,5265,55819,5696,6279,6280,6286,7462,929,972,9935",
hydroxyurea,REP.A016_HT29_24H:C13,HT29,10.0 um,24,0.04184100418410042,"10161,10801,241,2495,2919,2920,2921,3001,3002,4057,5265,5272,5551,6137,6192,6193,6279,6280,6283,6286,6364,64116,6513,6590,7128,7305,7462,826,9086,929",
vidarabine,REP.A023_PC3_24H:M22,PC3,0.37 um,24,0.04178674351585014,"100,10161,10409,133,1499,1536,1545,214,25816,25932,292,301,3312,3459,3669,4057,4332,5552,57162,5912,6192,6279,6280,6590,7431,8564,8942,9056,9086",
ciprofloxacin,REP.A011_YAPC_24H:C15,YAPC,1.11 um,24,0.04178674351585014,"100,10410,10581,10628,133,1536,3934,3956,397,3983,4005,4318,4478,5265,53827,6279,6280,6303,6402,64167,7045,7048,7305,7805,8334,8519,85236,929,960",
